PID,BaseAddress,RegionSize,Protection
3936,0x72AF5000,0xb000,No Access
3936,0x72BB3000,0xd000,No Access
3936,0x7337C000,0x4000,No Access
3936,0x73408000,0x988000,No Access
3936,0x73DA8000,0x8000,No Access
3936,0x73DD5000,0x17b000,No Access
3936,0x73FB6000,0xa000,No Access
3936,0x73FCA000,0x6000,No Access
3936,0x74021000,0xf000,No Access
3936,0x740AF000,0x1000,No Access
3936,0x740BE000,0x2000,No Access
3936,0x74105000,0xb000,No Access
3936,0x74165000,0xb000,No Access
3936,0x74185000,0xb000,No Access
3936,0x741FD000,0x3000,No Access
3936,0x7423E000,0x1e2000,No Access
3936,0x74433000,0x18d000,No Access
3936,0x745C8000,0xa08000,No Access
3936,0x75049000,0x17000,No Access
3936,0x752DC000,0x164000,No Access
3936,0x7545A000,0x446000,No Access
3936,0x7595A000,0x6000,No Access
3936,0x75B0A000,0x6000,No Access
3936,0x75D89000,0x117000,No Access
3936,0x75EBB000,0x5000,No Access
3936,0x75F5C000,0x4000,No Access
3936,0x765FB000,0x5000,No Access
3936,0x7665F000,0x1000,No Access
3936,0x76750000,0x220000,No Access
3936,0x76976000,0xa000,No Access
3936,0x769A3000,0xdd000,No Access
3936,0x76A9A000,0x6000,No Access
3936,0x76B26000,0xda000,No Access
3936,0x76CC4000,0x9c000,No Access
3936,0x76E72000,0xe000,No Access
3936,0x76FD5000,0xb000,No Access
3936,0x77043000,0xd000,No Access
3936,0x77132000,0xe000,No Access
3936,0x7718B000,0x5000,No Access
3936,0x771B5000,0x12b000,No Access
3936,0x7735F000,0x1000,No Access
3936,0x7736A000,0x6000,No Access
3936,0x77522000,0x5ade000,No Access
3936,0x7D743000,0x289d000,No Access
3936,0x7FFE1000,0xa000,No Access
3936,0x7FFEC000,0x4000,No Access
10132,0x00000000,0x100000,No Access
10132,0x00111000,0xf000,No Access
10132,0x0014F000,0x1000,No Access
10132,0x00194000,0xc000,No Access
10132,0x001A2000,0xe000,No Access
10132,0x001C1000,0xf000,No Access
10132,0x001E1000,0xf000,No Access
10132,0x001F3000,0xd000,No Access
10132,0x0050D000,0x3000,No Access
10132,0x00521000,0xf000,No Access
10132,0x00533000,0xd000,No Access
10132,0x00548000,0x8000,No Access
10132,0x00553000,0xd000,No Access
10132,0x00571000,0xf000,No Access
10132,0x00591000,0xf000,No Access
10132,0x005A2000,0xe000,No Access
10132,0x005B2000,0xe000,No Access
10132,0x005C1000,0xf000,No Access
10132,0x006AE000,0x12000,No Access
10132,0x007C0000,0x10000,No Access
10132,0x008D0000,0x100000,No Access
10132,0x009F3000,0x7511d000,No Access
10132,0x75D89000,0x8d7000,No Access
10132,0x76750000,0xc10000,No Access
10132,0x7736A000,0x6000,No Access
10132,0x77522000,0x874e000,No Access
10132,0x7FD79000,0x7000,No Access
10132,0x7FD82000,0xe000,No Access
10132,0x7FDA1000,0xf000,No Access
10132,0x7FDB2000,0xe000,No Access
10132,0x7FDC1000,0x21f000,No Access
10132,0x7FFE1000,0xa000,No Access
10132,0x7FFEC000,0x4000,No Access
